,Indicator,Group,State_x,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,State_y,date,cases,state2
7446,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,21.4,ND,2022-09-14,266273,North Dakota
7447,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.5,ND,2022-09-14,266273,North Dakota
7448,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.2,ND,2022-09-14,266273,North Dakota
7449,Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,23.5,OH,2022-09-14,3096557,Ohio
7450,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.6,OH,2022-09-14,3096557,Ohio
7451,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,35.5,OH,2022-09-14,3096557,Ohio
7452,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,29.3,OK,2022-09-14,1189193,Oklahoma
7453,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.5,OK,2022-09-14,1189193,Oklahoma
7454,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,42.8,OK,2022-09-14,1189193,Oklahoma
7455,Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.8,OR,2022-09-14,885963,Oregon
7456,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.9,OR,2022-09-14,885963,Oregon
7457,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,38.6,OR,2022-09-14,885963,Oregon
7458,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,21.8,PA,2022-09-14,3220317,Pennsylvania
7459,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.2,PA,2022-09-14,3220317,Pennsylvania
7460,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.9,PA,2022-09-14,3220317,Pennsylvania
7461,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.2,RI,2022-09-14,399742,Rhode Island
7462,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.2,RI,2022-09-14,399742,Rhode Island
7463,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.3,RI,2022-09-14,399742,Rhode Island
7464,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,25.0,SC,2022-09-14,1481646,South Carolina
7465,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.9,SC,2022-09-14,1481646,South Carolina
7466,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.7,SC,2022-09-14,1481646,South Carolina
7467,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,24.3,SD,2022-09-14,259683,South Dakota
7468,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.4,SD,2022-09-14,259683,South Dakota
7469,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.8,SD,2022-09-14,259683,South Dakota
7470,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.3,TN,2022-09-14,2323074,Tennessee
7471,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.0,TN,2022-09-14,2323074,Tennessee
7472,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.9,TN,2022-09-14,2323074,Tennessee
7473,Symptoms of Depressive Disorder,By State,Texas,Texas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.5,TX,2022-09-14,7816911,Texas
7474,Symptoms of Anxiety Disorder,By State,Texas,Texas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.9,TX,2022-09-14,7816911,Texas
7475,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.9,TX,2022-09-14,7816911,Texas
7476,Symptoms of Depressive Disorder,By State,Utah,Utah,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.5,UT,2022-09-14,1032129,Utah
7477,Symptoms of Anxiety Disorder,By State,Utah,Utah,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,32.9,UT,2022-09-14,1032129,Utah
7478,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.8,UT,2022-09-14,1032129,Utah
7479,Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,23.2,VT,2022-09-14,141282,Vermont
7480,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,27.7,VT,2022-09-14,141282,Vermont
7481,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.0,VT,2022-09-14,141282,Vermont
7482,Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,22.0,VA,2022-09-14,2066675,Virginia
7483,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.7,VA,2022-09-14,2066675,Virginia
7484,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,34.5,VA,2022-09-14,2066675,Virginia
7485,Symptoms of Depressive Disorder,By State,Washington,Washington,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,23.2,WA,2022-09-14,1796023,Washington
7486,Symptoms of Anxiety Disorder,By State,Washington,Washington,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,31.3,WA,2022-09-14,1796023,Washington
7487,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,35.7,WA,2022-09-14,1796023,Washington
7488,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,25.8,WV,2022-09-14,593806,West Virginia
7489,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,28.7,WV,2022-09-14,593806,West Virginia
7490,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,36.5,WV,2022-09-14,593806,West Virginia
7491,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,19.5,WI,2022-09-14,1848915,Wisconsin
7492,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,28.5,WI,2022-09-14,1848915,Wisconsin
7493,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,33.1,WI,2022-09-14,1848915,Wisconsin
7494,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,26.1,WY,2022-09-14,175746,Wyoming
7495,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,30.7,WY,2022-09-14,175746,Wyoming
7496,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.6,49,"Sep 14 - Sep 26, 2022",2022-09-14,2022-09-26,37.4,WY,2022-09-14,175746,Wyoming
7497,Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,24.3,AL,2022-10-05,1522135,Alabama
7498,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,30.2,AL,2022-10-05,1522135,Alabama
7499,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,34.5,AL,2022-10-05,1522135,Alabama
7500,Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,25.8,AK,2022-10-05,272973,Alaska
7501,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.0,AK,2022-10-05,272973,Alaska
7502,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.9,AK,2022-10-05,272973,Alaska
7503,Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,27.7,AZ,2022-10-05,2275236,Arizona
7504,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.4,AZ,2022-10-05,2275236,Arizona
7505,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,39.7,AZ,2022-10-05,2275236,Arizona
7506,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,30.4,AR,2022-10-05,924588,Arkansas
7507,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,39.1,AR,2022-10-05,924588,Arkansas
7508,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,43.6,AR,2022-10-05,924588,Arkansas
7509,Symptoms of Depressive Disorder,By State,California,California,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,26.0,CA,2022-10-05,10436925,California
7510,Symptoms of Anxiety Disorder,By State,California,California,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.6,CA,2022-10-05,10436925,California
7511,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.7,CA,2022-10-05,10436925,California
7512,Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.4,CO,2022-10-05,1647674,Colorado
7513,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.2,CO,2022-10-05,1647674,Colorado
7514,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.9,CO,2022-10-05,1647674,Colorado
7515,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,19.7,CT,2022-10-05,899577,Connecticut
7516,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,32.1,CT,2022-10-05,899577,Connecticut
7517,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.7,CT,2022-10-05,899577,Connecticut
7518,Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,19.4,DE,2022-10-05,309410,Delaware
7519,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,28.6,DE,2022-10-05,309410,Delaware
7520,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.5,DE,2022-10-05,309410,Delaware
7521,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,17.7,DC,2022-10-05,168660,District of Columbia
7522,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,26.1,DC,2022-10-05,168660,District of Columbia
7523,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.1,DC,2022-10-05,168660,District of Columbia
7524,Symptoms of Depressive Disorder,By State,Florida,Florida,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,25.7,FL,2022-10-05,7127266,Florida
7525,Symptoms of Anxiety Disorder,By State,Florida,Florida,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,28.3,FL,2022-10-05,7127266,Florida
7526,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,36.1,FL,2022-10-05,7127266,Florida
7527,Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.8,GA,2022-10-05,2241312,Georgia
7528,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,29.5,GA,2022-10-05,2241312,Georgia
7529,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,34.5,GA,2022-10-05,2241312,Georgia
7530,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,25.1,HI,2022-10-05,357232,Hawaii
7531,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.3,HI,2022-10-05,357232,Hawaii
7532,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,37.4,HI,2022-10-05,357232,Hawaii
7533,Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.6,ID,2022-10-05,496615,Idaho
7534,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,29.6,ID,2022-10-05,496615,Idaho
7535,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.4,ID,2022-10-05,496615,Idaho
7536,Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,18.4,IL,2022-10-05,3706263,Illinois
7537,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,25.5,IL,2022-10-05,3706263,Illinois
7538,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,28.9,IL,2022-10-05,3706263,Illinois
7539,Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,29.3,IN,2022-10-05,1925645,Indiana
7540,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,34.9,IN,2022-10-05,1925645,Indiana
7541,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,40.8,IN,2022-10-05,1925645,Indiana
7542,Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.0,IA,2022-10-05,857944,Iowa
7543,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,28.4,IA,2022-10-05,857944,Iowa
7544,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.8,IA,2022-10-05,857944,Iowa
7545,Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,23.5,KS,2022-10-05,878499,Kansas
7546,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.7,KS,2022-10-05,878499,Kansas
7547,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,36.1,KS,2022-10-05,878499,Kansas
7548,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.1,KY,2022-10-05,1585810,Kentucky
7549,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,38.9,KY,2022-10-05,1585810,Kentucky
7550,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,44.0,KY,2022-10-05,1585810,Kentucky
7551,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.0,LA,2022-10-05,1456658,Louisiana
7552,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,40.8,LA,2022-10-05,1456658,Louisiana
7553,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,45.6,LA,2022-10-05,1456658,Louisiana
7554,Symptoms of Depressive Disorder,By State,Maine,Maine,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,20.4,ME,2022-10-05,290954,Maine
7555,Symptoms of Anxiety Disorder,By State,Maine,Maine,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.3,ME,2022-10-05,290954,Maine
7556,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.5,ME,2022-10-05,290954,Maine
7557,Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,20.0,MD,2022-10-05,1253880,Maryland
7558,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,26.0,MD,2022-10-05,1253880,Maryland
7559,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,30.3,MD,2022-10-05,1253880,Maryland
7560,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,23.7,MA,2022-10-05,1872993,Massachusetts
7561,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.0,MA,2022-10-05,1872993,Massachusetts
7562,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,39.3,MA,2022-10-05,1872993,Massachusetts
7563,Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.7,MI,2022-10-05,2849047,Michigan
7564,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,29.8,MI,2022-10-05,2849047,Michigan
7565,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.3,MI,2022-10-05,2849047,Michigan
7566,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,22.7,MN,2022-10-05,1552840,Minnesota
7567,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,27.5,MN,2022-10-05,1552840,Minnesota
7568,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,34.6,MN,2022-10-05,1552840,Minnesota
7569,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,27.3,MS,2022-10-05,929079,Mississippi
7570,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,31.7,MS,2022-10-05,929079,Mississippi
7571,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,37.4,MS,2022-10-05,929079,Mississippi
7572,Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,26.9,MO,2022-10-05,1411721,Missouri
7573,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,36.3,MO,2022-10-05,1411721,Missouri
7574,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,39.4,MO,2022-10-05,1411721,Missouri
7575,Symptoms of Depressive Disorder,By State,Montana,Montana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,23.0,MT,2022-10-05,310731,Montana
7576,Symptoms of Anxiety Disorder,By State,Montana,Montana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,33.2,MT,2022-10-05,310731,Montana
7577,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,34.9,MT,2022-10-05,310731,Montana
7578,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,24.1,NE,2022-10-05,538339,Nebraska
7579,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,32.5,NE,2022-10-05,538339,Nebraska
7580,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.7,NE,2022-10-05,538339,Nebraska
7581,Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,27.2,NV,2022-10-05,840453,Nevada
7582,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,35.7,NV,2022-10-05,840453,Nevada
7583,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,38.9,NV,2022-10-05,840453,Nevada
7584,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.6,50,"Oct 5 - Oct 17, 2022",2022-10-05,2022-10-17,20.9,NH,2022-10-05,351439,New Hampshire
